Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
24xM8L,35-44 years old,3,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Medium,Full caffeine,4.0,2.0,4.0,4.0,"Caramel, smooth",3.0,2.0,2.0,"Smokey, had a bite",4.0,2.0,3.0,Dark chocolate,2.0,4.0,4.0,"Citrus and fruity, bright",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$6-$8,No,$500-$1000,Yes,Female,,Master's degree,White/Caucasian,,Homemaker,More than 3,Independent
QABP67,45-54 years old,2,"At home, At a cafe, On the go, At the office",True,True,True,True,False,"Cold brew, Espresso, French press, Other",False,True,True,False,False,False,False,True,False,True,Aero press,"Local cafe, National chain (e.g. Starbucks, Dunkin)",True,True,False,False,False,False,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,1.0,3.0,3.0,,2.0,2.0,4.0,,3.0,2.0,3.0,,2.0,2.0,4.0,,Coffee B,Coffee D,Coffee D,I primarily work from home,$80-$100,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat
6dQaoJ,25-34 years old,2,"On the go, At a cafe, At home",True,False,True,True,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,"Specialty coffee shop, Local cafe, Drive-thru",False,True,True,True,False,False,,Espresso,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Half and half, Flavored coffee creamer",False,False,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,2.0,"Light color, creamy, sweet almost acidic taste. Tastes light. Little to not bitterness. ",1.0,2.0,4.0,"Smell: smooth, nutty,  warm taste is smooth and light. ",4.0,3.0,4.0,"Smells strong/ bold. Tastes smooth, light, and moderately bitter ",3.0,4.0,1.0,"Smells bitter/ acidic, taste is nutty and a little bitter ",Coffee B,Coffee A,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,No,Prefer not to say,,Doctorate or professional degree,Other (please specify),Prefer not to say,Employed full-time,1,No affiliation
PABVZx,18-24 years old,2,"On the go, At a cafe, At home, At the office",True,True,True,True,False,"Pour over, Cold brew",True,False,False,False,False,False,False,True,False,False,,"Local cafe, Specialty coffee shop, Drive-thru, National chain (e.g. Starbucks, Dunkin)",True,True,True,True,False,False,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,"Whole milk, Half and half",True,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Medium,Full caffeine,6.0,2.0,5.0,3.0,"Bright, fruity, thin textured, moderate sweetness, citrus fruits, creates a lot of salvation in the mouth.",3.0,2.0,3.0,"Toasty/nutty notes, full bodied texture, chocolate note.",4.0,2.0,4.0,"Well balanced, roasted notes, creamy texture, rich dark chocolate notes. ",3.0,4.0,1.0,"Fermented/funky flavors, hints of sour cherries or berries, thin textured, leaves a drying feeling on the tongue.",Coffee C,Coffee A,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$8-$10,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
RzB7Pp,35-44 years old,2,,,,,,,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,Moka Pot,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,"Artificial Sweeteners (e.g., Splenda)",False,True,False,False,False,False,False,False,,,,,,,,,Chocolatey,,Medium,Full caffeine,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAB6Mg,25-34 years old,1,"At home, On the go",True,False,True,False,False,Other,False,False,False,False,False,False,False,False,False,True,Protein powder with coffee,"National chain (e.g. Starbucks, Dunkin)",True,False,False,False,False,False,,Blended drink (e.g. Frappuccino),,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Skim milk, Oat milk",False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Fruity,Somewhat light,Light,Full caffeine,4.0,2.0,3.0,4.0,"Fruity, Green apple",1.0,3.0,3.0,"Mild, watery",2.0,1.0,2.0,,1.0,2.0,3.0,Fruity,Coffee A,Coffee A,Coffee A,,,,,,,,,,,,,,,,,,,,,,,,
OABWXK,45-54 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,Raw Sugar (Turbinado),False,False,False,False,False,False,False,True,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,6.0,3.0,5.0,1.0,,3.0,3.0,4.0,,3.0,2.0,5.0,,4.0,3.0,4.0,,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the ritual, I need the caffeine",True,True,True,False,False,,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
ylqWYp,35-44 years old,2,At home,True,False,False,False,False,Other,False,False,False,False,False,False,False,False,False,True,"Aeropress, Hario Switch",,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Very strong,Medium,Full caffeine,6.0,1.0,2.0,3.0,,2.0,2.0,3.0,,3.0,3.0,4.0,,4.0,4.0,3.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
VZ1kGv,25-34 years old,2,At home,True,False,False,False,False,"Espresso, Other",False,False,True,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Cappuccino,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caramalized,Medium,Medium,Full caffeine,8.0,2.0,3.0,3.0,"Lime, Clementine, Apricot, Sugarcane",3.0,3.0,2.0,"Bright, Melon, Honey",2.0,2.0,4.0,"Mellow, Butterscotch, Caramel finish",3.0,2.0,4.0,"Cocoa, Blueberry, Vanilla",Coffee C,Coffee D,Coffee D,,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,
bl40qo,18-24 years old,Less than 1,None of these,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Medium,Full caffeine,8.0,2.0,3.0,5.0,"Bright, caramelized/candied orange, lemon, lime, cherry",3.0,3.0,2.0,"Rich, very dark chocolate, subtle smokey",2.0,2.0,3.0,"Almond, allspice, marshmallow. Not much flavor up front, all flavor in aftertaste.",3.0,1.0,5.0,"Bright, bold, dark red fruit, no acidity, creamy and smooth, plum, subtle caramel sweetness.",Coffee A,Coffee D,Coffee D,I primarily work in person,<$20,It tastes good,True,False,False,False,False,,Yes,Yes,$4-$6,$6-$8,Yes,$100-$300,Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
NABelG,25-34 years old,1,At home,True,False,False,False,False,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",True,False,True,True,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,6.0,2.0,5.0,1.0,"Tanic, sour, woody?",4.0,1.0,4.0,"Vegetal, sour as cools",2.0,2.0,5.0,"Graham cracker, molasses",3.0,5.0,1.0,"Cherry, ponegranate",Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,$8-$10,No,$50-$100,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
5dqy9M,35-44 years old,2,"At the office, At home, At a cafe",True,True,False,True,False,"Pour over, French press",True,True,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Light,Full caffeine,6.0,2.0,3.0,2.0,Under ripe pear,2.0,3.0,4.0,Blackberry and dirt,3.0,3.0,2.0,Chocolate and old people smell,3.0,3.0,5.0,Complex and rich,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$8-$10,No,$20-$50,Yes,Non-binary,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
kYRVEJ,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,6.0,2.0,3.0,2.0,"malt, dried fruit",4.0,1.0,4.0,"semisweet chocolate, nutty, ""coffee"" coffee",3.0,2.0,3.0,milk chocolate,1.0,4.0,5.0,"dragonfruit, tropical, explosive",Coffee B,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$15-$20,$15-$20,No,"More than $1,000",Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
Alb1GN,55-64 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Dark,Full caffeine,3.0,1.0,2.0,1.0,Lemony,3.0,1.0,4.0,Gooseberry,1.0,2.0,1.0,Pomegranate ,1.0,1.0,3.0,Fruity,Coffee B,Coffee D,Coffee B,I primarily work from home,<$20,I need the ritual,False,False,True,False,False,,Yes,No,$4-$6,$2-$4,Yes,$20-$50,Yes,Female,,High school graduate,Asian/Pacific Islander,,,2,
rlrxo5,25-34 years old,2,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,6.0,2.0,4.0,3.0,"Nice African coffee, tangy and acidic with a nice finish. Lemon and tangerine tasting notes",3.0,3.0,2.0,"Mild but would be nice to have stronger. Graham cracker, honey, chocolate",2.0,2.0,3.0,Very smooth at first with a heavy caramel finish. Butterscotch and nutty flavors as well.,3.0,1.0,5.0,Very nice coffee for any time of day. Dark currant and berry with milk chocolate.,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$10-$15,Yes,$50-$100,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,,No affiliation
OABW5A,35-44 years old,1,"At home, At the office",True,True,False,False,False,"Other, French press, Espresso",False,True,True,False,False,False,False,False,False,True,aeropress ,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caramalized,Somewhat strong,Medium,Full caffeine,3.0,2.0,4.0,2.0,fruity,2.0,2.0,5.0,caramel,3.0,2.0,4.0,tobacco,1.0,5.0,2.0,soy sauce,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,No,$6-$8,$6-$8,Yes,Less than $20,Yes,Female,,Some college or associate's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
zKQPpR,35-44 years old,2,"At home, At a cafe",True,False,False,True,False,"Pour over, Coffee extract (e.g. Cometeer)",True,False,False,False,False,False,False,False,True,False,,,,,,,,,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,"Whole milk, Oat milk",True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,7.0,2.0,4.0,5.0,"Sweet, tasted like a Kenyan coffee as expected",2.0,2.0,3.0,Very neutral and agreeable. Not overly opinionated. ,4.0,1.0,2.0,Too high on the bitterness for me. It was fine at the beginning but got worse over time.,3.0,3.0,4.0,Bright and juicy!,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Female,,Bachelor's degree,Other (please specify),Mixed - Asian and Black,Employed full-time,,Democrat
WApvYR,25-34 years old,Less than 1,"At home, At a cafe, At the office",True,True,False,True,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,8.0,2.0,4.0,5.0,,3.0,3.0,3.0,,3.0,2.0,3.0,,2.0,4.0,3.0,,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,,Some college or associate's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
xdNOlo,35-44 years old,1,At home,True,False,False,False,False,Other,False,False,False,False,False,False,False,False,False,True,aeropress,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Very strong,Medium,Full caffeine,6.0,2.0,4.0,4.0,"light, citrus, peach iced tea, summery",2.0,1.0,1.0,"weak, not very complex, dull and dirty",4.0,1.0,3.0,"nutty, dried apricot, don't normally like very bitter coffee but I enjoyed this one, the most drinkable everyday coffee of the 4",3.0,4.0,4.0,"fruity and funky, pineapple, passion fruit, tasty but wouldn't drink it every day",Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$15-$20,No,$100-$300,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,No affiliation
NABe7W,35-44 years old,2,"At a cafe, At home, On the go, At the office",True,True,True,True,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Espresso, French press",True,True,True,True,True,True,False,False,False,False,,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",True,True,True,True,False,False,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caramalized,Somewhat strong,Dark,Full caffeine,7.0,2.0,4.0,3.0,The last cup left in the pot after a traditional American breakfast ,4.0,3.0,4.0,Sophisticated library coffee drank with a father figure,2.0,2.0,3.0,The coffee grandma shares with her granddaughter on a coffee date,4.0,4.0,4.0,Fancy cupping coffee that is still relatable enough to put in your thermos,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$15-$20,$15-$20,Yes,$50-$100,Yes,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
aBr8zB,25-34 years old,2,"At home, At the office",True,True,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,8.0,4.0,4.0,4.0,"Apple, blonde, wood, cardboard. ",5.0,5.0,1.0,Dark cacao,2.0,2.0,2.0,,3.0,4.0,5.0,"Blueberry, chocolate, black raspberry ",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,More than $20,No,"More than $1,000",Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,No affiliation
MAd98k,25-34 years old,2,"At a cafe, At home, On the go, At the office",True,True,True,True,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",True,False,False,True,False,False,False,False,False,False,,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",True,False,False,True,False,False,,Iced coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Nordic,Full caffeine,8.0,2.0,4.0,4.0,Kenya style juiciness. Raspberry / tomato acidity,3.0,2.0,3.0,Balanced. Nutty. Classic coffee flavor. ,4.0,1.0,2.0,Uninteresting ,1.0,5.0,5.0,"Love it. Fruity, tart, interesting. ",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,,Some college or associate's degree,Hispanic/Latino,,Employed full-time,1,Democrat
xdNel5,25-34 years old,3,"At the office, At home",True,True,False,False,False,"Pour over, Cold brew",True,False,False,False,False,False,False,True,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,4.0,"Sour cherry, lemon",3.0,2.0,3.0,"Dark chocolate, peach",4.0,1.0,1.0,"Tobacco, currants",1.0,4.0,4.0,"Guava, plum",Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,No affiliation
xdNe6r,18-24 years old,Less than 1,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Decaf,7.0,2.0,4.0,4.0,apple cider,3.0,2.0,2.0,more classic roast-y flavor,3.0,3.0,3.0,"woody, somewhat bright",1.0,4.0,5.0,"tea, raspberries",Coffee A,Coffee D,Coffee D,I do a mix of both,<$20,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$20-$50,Yes,Female,,Some college or associate's degree,White/Caucasian,,Student,,Democrat
42NgdO,25-34 years old,2,"At home, At the office, At a cafe",True,True,False,True,False,"Pour over, Cold brew",True,False,False,False,False,False,False,True,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,8.0,2.0,1.0,2.0,chocolate/almond/roasty/grainy,3.0,2.0,4.0,"spices, black pepper, chocolate?",4.0,3.0,2.0,"floral, maybe a bit citrusy?",3.0,5.0,5.0,"citrus, peach, melon",Coffee B,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,$10-$15,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Student,,Democrat
5dqyVo,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Other, Cold brew",True,False,False,False,False,False,False,True,False,True,Aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,6.0,2.0,3.0,4.0,,3.0,2.0,3.0,,4.0,2.0,2.0,,1.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$10-$15,Yes,$50-$100,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Independent
QAB6JY,35-44 years old,1,At home,True,False,False,False,False,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Pour over",True,False,False,True,False,False,False,True,False,False,,,,,,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,4.0,2.0,3.0,A bit more toasty notes without as much balance. Surprising acid only in comparison with other samples,3.0,3.0,4.0,"After the official tasting, I added some half and half and finished this cup. It was pretty close to my ideal cup",3.0,4.0,4.0,I enjoyed this but might be a bit bright for an everyday,5.0,1.0,2.0,This reminded me of the robusto from the previous big tasting,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,No,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,2,Democrat
DVvl9b,35-44 years old,Less than 1,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Medium,Light,Full caffeine,3.0,1.0,3.0,2.0,"Caramel, cinnamon",3.0,2.0,5.0,"Leather, roasted eggplant",4.0,1.0,3.0,"Candy, apple, cranberry",2.0,4.0,1.0,,Coffee B,Coffee A,,,,,,,,,,,,,,,,,,,,,,,,,
DVvlbq,18-24 years old,1,"At home, At the office, At a cafe",True,True,False,True,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,8.0,1.0,3.0,5.0,"Ripe tomato, blackberries.",3.0,2.0,2.0,"Nutty, chocolatey, woody.",3.0,1.0,4.0,"Smoky, habanero, chocolatey.",1.0,3.0,4.0,Berries!,Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$4-$6,$6-$8,No,$300-$500,Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
qbE2M2,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,8.0,2.0,4.0,3.0,Red fruit,3.0,2.0,4.0,dark sweets,3.0,2.0,2.0,plain,2.0,3.0,5.0,sweet & fruity,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,$15-$20,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat
